Speaker,Text
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              1   
CHIEF JUSTICE ROBERTS: I --I --I,2   3 4   5   6 7 8   9   
CHIEF JUSTICE ROBERTS: I --I --I,10  11 12  13  14  15  16  17  18  1920212223242578Official 
CHIEF JUSTICE ROBERTS: I --I --I," statute and threatens all sorts of other financial instruments.  And as the ABA says, "
CHIEF JUSTICE ROBERTS: I --I --I,"that's something you should be really, really"
CHIEF JUSTICE ROBERTS: I --I --I," concerned about in this unique area, particularly because, as Justice Sotomayor "
CHIEF JUSTICE ROBERTS: I --I --I,"points out, this litigation can go all the way back to 1974 and unwind not just the two"
CHIEF JUSTICE ROBERTS: I --I --I, disputed instruments here but every other financial instrument. 
CHIEF JUSTICE ROBERTS: I --I --I,The safe thing to do is what you've 
CHIEF JUSTICE ROBERTS: I --I --I,"done in case after case, which is to say, if we're concerned about equity, that's something for Congress.  It's something for the states. It's not for this Court. "
CHIEF JUSTICE ROBERTS: I --I --I,"CHIEF JUSTICE ROBERTS: Thank you, "
CHIEF JUSTICE ROBERTS: I --I --I,counsel.  The case is submitted. 
CHIEF JUSTICE ROBERTS: I --I --I,"(Whereupon, at 1:02 p.m., the case was "
CHIEF JUSTICE ROBERTS: I --I --I,submitted.) 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation Official 
CHIEF JUSTICE ROBERTS: I --I --I,79
CHIEF JUSTICE ROBERTS: I --I --I,"$ 7 2,23 29: 14,18 45:3 46:11 "
CHIEF JUSTICE ROBERTS: I --I --I,"47:18 48:14,18 49:1 52:22, 37:18 66:19 75:20,22 "
CHIEF JUSTICE ROBERTS: I --I --I,argues [2] 37:24 39:17 bearer's [1] 77:7 
CHIEF JUSTICE ROBERTS: I --I --I,become [3] 24:23 55:18 58: 
CHIEF JUSTICE ROBERTS: I --I --I,"$1 [1] 19:19 73 [2] 3:10 51:14 24 53:4 61:14,18 68:22 arguing [1] 70:10 6 "
CHIEF JUSTICE ROBERTS: I --I --I,"$25 [1] 19:20 74 [2] 11:11 32:21 agree [8] 7:18 22:20 49:7 argument [23] 1:19 3:2,5,8 began [1] 21:19 "
CHIEF JUSTICE ROBERTS: I --I --I,"$25,000 [1] 46:5 A 51:22,25 58:19 65:25 75:1 4:4,7 20:16,20,21 21:20,22 begin [2] 39:5,12 "
CHIEF JUSTICE ROBERTS: I --I --I,$250 [1] 38:4 
CHIEF JUSTICE ROBERTS: I --I --I,"$3,000 [2] 36:3 42:4 "
CHIEF JUSTICE ROBERTS: I --I --I,$3500 [1] 46:4 a.m [2] 1:20 4:2 
"ABA [7] 25:6 35:21,23 36:",18 68:17 75:18 78:2 agreed [4] 38:19 59:1 63:9 
"ABA [7] 25:6 35:21,23 36:",64:1 
"ABA [7] 25:6 35:21,23 36:","agreement [2] 57:5 63:10 25:12 35:10 37:1 38:6,8 "
"ABA [7] 25:6 35:21,23 36:","39:3 48:2 50:11,16 62:23 "
"ABA [7] 25:6 35:21,23 36:","67:17 73:14 behalf [8] 2:2,5 3:4,7,10 4: "
"ABA [7] 25:6 35:21,23 36:",8 37:2 73:15 
"ABA [7] 25:6 35:21,23 36:",behind [3] 5:12 27:5 76:18 
"ABA [7] 25:6 35:21,23 36:","1 ABA's [1] 39:16 agrees [2] 41:5,6 arguments [3] 33:14 58: believe [6] 5:25 11:3 19:17 "
"ABA [7] 25:6 35:21,23 36:",1 [1] 18:9 abandoned [1] 17:14 ahead [1] 17:22 24 62:22 39:9 40:14 58:3 
"ABA [7] 25:6 35:21,23 36:","1:02 [1] 78:17 above-entitled [1] 1:18 aimed [1] 47:6 ARKANSAS [7] 1:9 2:5,5 believing [1] 53:21 "
"ABA [7] 25:6 35:21,23 36:",1010 [1] 36:1 absolutely [6] 13:8 14:17 AL [4] 1:9 2:5 3:7 37:2 3:7 27:1 37:2 58:4 belong [1] 58:14 
"ABA [7] 25:6 35:21,23 36:","11:53 [2] 1:20 4:2 16:4 35:14 38:11 65:24 ALITO [18] 16:8,14,19,24 Arkansas's [1] 67:9 below [2] 15:18 74:25 "
"ABA [7] 25:6 35:21,23 36:","177 [1] 67:10 accept [3] 39:3 42:10 50: 17:20,23 19:3 30:22,23 32: around [4] 8:10,14 25:9 32: belt-and-suspenders [2] "
"ABA [7] 25:6 35:21,23 36:","1939 [1] 46:2 11 9,24 53: 9,25 55: 14,24 67: 20 66:15 76:22 "
"ABA [7] 25:6 35:21,23 36:",1950s [2] 45:19 68:18 according [1] 31:13 17 68:4 77:4 articulated [1] 28:6 benefit [1] 20:8 
"ABA [7] 25:6 35:21,23 36:","1956 [1] 35:23 account [15] 9:9,25 10: 20 allude [1] 70:7 aside [3] 40:13,15 60:12 best [1] 6:1 "
"ABA [7] 25:6 35:21,23 36:","1966 [4] 15:9,20 32: 22 76:6 21:7 26:11 29:4,6,8 45:6 alluding [1] 69:17 associated [1] 71:23 better [5] 19:1,2 33:14 38:9 "
"ABA [7] 25:6 35:21,23 36:","1970 [1] 24:15 49:11,14,15 65:2 66:18 67: already [6] 10:1,11 11: 23 Association [7] 8:8 15:12 73:23 "
"ABA [7] 25:6 35:21,23 36:","1970s [11] 47:5 53:8 54:16 12 61:15 73:21 75:16 18:8 25:1 41:6 45:18 57:7 between [7] 14:3,4 19:19 "
"ABA [7] 25:6 35:21,23 36:","60:24 62:11 63:8,18 64: 1, accounts [4] 5:8 39:23 40: alter [1] 52:13 assume [1] 57:16 26:4 27:24 44:19 61:16 "
"ABA [7] 25:6 35:21,23 36:","18 65:8,12 3 49:3 altering [1] 52:16 attempt [2] 14:10,11 beyond [1] 14:20 "
"ABA [7] 25:6 35:21,23 36:","1972 [5] 5:11,15 9:18 10:8 accurate [1] 47:10 alternate [1] 21:10 available [3] 18:15 27:11, bifurcate [1] 59:1 "
"ABA [7] 25:6 35:21,23 36:","27:14 accurately [1] 45:14 alternatively [1] 38:6 12 big [4] 14:2,3,3 19:14 "
"ABA [7] 25:6 35:21,23 36:",1974 [29] 4:12 5:2 15:4 18: acknowledge [1] 6:12 Although [1] 45:24 avoid [3] 6:7 12:16 77:21 bigger [1] 20:7 
"ABA [7] 25:6 35:21,23 36:","15,16 19:19 20:10,12 22:4 Act [6] 14:4 15:9,9 58:12, altogether [1] 5:18 avoids [2] 77:5,8 bill [1] 39:22 "
"ABA [7] 25:6 35:21,23 36:","24:12 25:10 27:12 32:20 18 59:21 ambiguity [1] 66:7 aware [2] 70:6,10 bit [1] 18:6 "
"ABA [7] 25:6 35:21,23 36:","36:11 38:10 41:16 45:15 action [5] 20:19 58:16,17, amendment [2] 66:6,14 away [3] 14:5,22 77: 16 Black's [1] 64:12 "
"ABA [7] 25:6 35:21,23 36:","46:14,19,22 47:10,16 50:1 22 59:20 American [8] 8:8 18:8,8 21: B blow [3] 14:13 33:18 76:11 "
"ABA [7] 25:6 35:21,23 36:","54:6 56:22 60:14 67:18,20 "
"ABA [7] 25:6 35:21,23 36:",78:7 
"ABA [7] 25:6 35:21,23 36:",1993 [1] 74:14 
"ABA [7] 25:6 35:21,23 36:",2 
"ABA [7] 25:6 35:21,23 36:",2022 [1] 1:16 
"ABA [7] 25:6 35:21,23 36:",22 [2] 17:10 35:22 
"ABA [7] 25:6 35:21,23 36:",23 [1] 17:10 
"ABA [7] 25:6 35:21,23 36:",230 [1] 29:13 
"ABA [7] 25:6 35:21,23 36:",231 [1] 29:13 
"ABA [7] 25:6 35:21,23 36:",25 [1] 32:4 
"ABA [7] 25:6 35:21,23 36:",2501 [6] 11:18 18:18 41:10 
"ABA [7] 25:6 35:21,23 36:",43:25 70:21 73:4 
"ABA [7] 25:6 35:21,23 36:",2503 [4] 4:12 15:18 32:22 
"ABA [7] 25:6 35:21,23 36:",74:18 
"ABA [7] 25:6 35:21,23 36:",26 [1] 24:15 
"ABA [7] 25:6 35:21,23 36:",2a [1] 4:13 
"ABA [7] 25:6 35:21,23 36:",3 
"ABA [7] 25:6 35:21,23 36:",3 [1] 1:16 
"ABA [7] 25:6 35:21,23 36:",31 [2] 15:9 36:1 
"ABA [7] 25:6 35:21,23 36:",37 [2] 3:7 61:2 
"ABA [7] 25:6 35:21,23 36:",381 [1] 22:14 
"ABA [7] 25:6 35:21,23 36:",4 
"ABA [7] 25:6 35:21,23 36:",4 [1] 3:4 
"ABA [7] 25:6 35:21,23 36:",400 [1] 35:22 
"ABA [7] 25:6 35:21,23 36:",41 [1] 31:17 
"ABA [7] 25:6 35:21,23 36:",44 [1] 21:8 
"ABA [7] 25:6 35:21,23 36:",5 
"ABA [7] 25:6 35:21,23 36:",50 [2] 37:21 67:5 
"ABA [7] 25:6 35:21,23 36:",599 [2] 16:17 35:21 
"ABA [7] 25:6 35:21,23 36:",6 
"ABA [7] 25:6 35:21,23 36:",6311 [1] 24:15 actual [4] 16:22 42:12 59: 
"ABA [7] 25:6 35:21,23 36:",16 72:17 
"ABA [7] 25:6 35:21,23 36:","actually [16] 30:3,15 31: 7, "
"ABA [7] 25:6 35:21,23 36:","15,19 32:13 41:24 43:15, "
"ABA [7] 25:6 35:21,23 36:",24 49:8 58:12 61:6 64:12 
"ABA [7] 25:6 35:21,23 36:",67:19 72:8 75:6 
"ABA [7] 25:6 35:21,23 36:",add [2] 54:8 58:23 
"ABA [7] 25:6 35:21,23 36:",additional [2] 44:3 72:21 
"ABA [7] 25:6 35:21,23 36:",address [29] 5:14 9:19 10: 
"ABA [7] 25:6 35:21,23 36:","1,10,14 11:12,17,23 12:19 "
"ABA [7] 25:6 35:21,23 36:","14:6 16:23 17:16,18 18:19 "
"ABA [7] 25:6 35:21,23 36:","20:6 25:25 27:6,21 33: 12 "
"ABA [7] 25:6 35:21,23 36:","34:9 35:1,11,20 42:24 44: "
"ABA [7] 25:6 35:21,23 36:",1 52:1 60:8 71:22 72:11 
"ABA [7] 25:6 35:21,23 36:",address-keeping [1] 43: 
"ABA [7] 25:6 35:21,23 36:",20 
"ABA [7] 25:6 35:21,23 36:",addressed [1] 59:2 
"ABA [7] 25:6 35:21,23 36:",addresses [21] 13:24 14: 
"ABA [7] 25:6 35:21,23 36:","25 35:9 37:12,18 41:13,21, "
"ABA [7] 25:6 35:21,23 36:","23,25 54:5 57:14 66:18 70: "
"ABA [7] 25:6 35:21,23 36:","22 71:10,13 72:1,5,19 73:1 "
"ABA [7] 25:6 35:21,23 36:","77:10,17 "
"ABA [7] 25:6 35:21,23 36:",adjust [1] 46:4 
"ABA [7] 25:6 35:21,23 36:",admit [2] 23:14 47:22 
"ABA [7] 25:6 35:21,23 36:",admitted [1] 43:10 
"ABA [7] 25:6 35:21,23 36:",admittedly [1] 32:17 
"ABA [7] 25:6 35:21,23 36:",adopt [6] 5:15 12:22 13:24 
"ABA [7] 25:6 35:21,23 36:",24:21 38:24 77:2 
"ABA [7] 25:6 35:21,23 36:",adopted [2] 5:2 68:25 
"ABA [7] 25:6 35:21,23 36:",adopting [1] 68:8 
"ABA [7] 25:6 35:21,23 36:",affect [1] 43:20 
"ABA [7] 25:6 35:21,23 36:",afraid [1] 69:23 
"ABA [7] 25:6 35:21,23 36:",agent [23] 4:19 12:12 16:9 
"ABA [7] 25:6 35:21,23 36:",19:10 20:11 22:12 26:5 28: 12 24:25 41:6 45:18 57:7 
"ABA [7] 25:6 35:21,23 36:",Americas [1] 12:3 
AMEX [1] 22:5,amici [1] 6:12 
AMEX [1] 22:5,amicus [1] 39:16 
AMEX [1] 22:5,"amounts [6] 19:10 45:23, "
AMEX [1] 22:5,24 47:21 48:21 68:21 
AMEX [1] 22:5,analysis [1] 22:19 
AMEX [1] 22:5,anchored [1] 65:10 
AMEX [1] 22:5,anonymous [1] 45:5 
AMEX [1] 22:5,anonymously [1] 45:2 
AMEX [1] 22:5,"Another [9] 22:2,17 41: 8 "
AMEX [1] 22:5,"51:6 52:8,8 54:21 61:9 63: "
AMEX [1] 22:5,15 
AMEX [1] 22:5,answer [1] 74:2 
AMEX [1] 22:5,answered [2] 4:21 69:3 
AMEX [1] 22:5,anybody [1] 70:6 
AMEX [1] 22:5,anybody's [1] 49:15 
AMEX [1] 22:5,anytime [1] 59:8 
AMEX [1] 22:5,appeal [1] 52:15 
APPEARANCES [1] 2:1,appeared [1] 10:22 
APPEARANCES [1] 2:1,appears [1] 12:24 
APPEARANCES [1] 2:1,appendix [9] 4:13 16:17 
APPEARANCES [1] 2:1,"22:14 35:21,22 45:17,21 "
APPEARANCES [1] 2:1,62:7 67:10 
APPEARANCES [1] 2:1,applies [2] 11:10 29:21 
APPEARANCES [1] 2:1,"apply [7] 5:6,16 11: 22 12: "
APPEARANCES [1] 2:1,"18 15:2,3 74:8 "
APPEARANCES [1] 2:1,approach [3] 66:15 68:14 
APPEARANCES [1] 2:1,74:1 
APPEARANCES [1] 2:1,appropriate [1] 59:15 
APPEARANCES [1] 2:1,approximately [1] 46:4 
APPEARANCES [1] 2:1,area [1] 78:4 
APPEARANCES [1] 2:1,"aren't [8] 9:3,13 33: 10,14 back [11] 28:7 29:18,23 33: "
APPEARANCES [1] 2:1,22 46:2 56:18 62:12 72:15 
APPEARANCES [1] 2:1,74:25 77:12 78:7 
APPEARANCES [1] 2:1,bandied [1] 22:10 
APPEARANCES [1] 2:1,bands [1] 33:24 
APPEARANCES [1] 2:1,"bank [88] 4:17 5:8,22,22,23 "
APPEARANCES [1] 2:1,"8:8 9:6,9,13,24,25 12:2,3 "
APPEARANCES [1] 2:1,16:10 18:8 19:14 20:10 22: 
APPEARANCES [1] 2:1,"15 26:10,11,12,15,15 28: "
APPEARANCES [1] 2:1,"18 29:4,6,8 30:24,25 31:2, "
APPEARANCES [1] 2:1,"3,7,12,13,20,24 32:6,9,15 "
APPEARANCES [1] 2:1,"38:8,12,21,22 39:20 40:1 "
APPEARANCES [1] 2:1,"41:1,1 42:13 45:6,7 49:13, "
APPEARANCES [1] 2:1,"15 53:15 54:2,2,17,20,21 "
APPEARANCES [1] 2:1,"55:1,3 60:9,12,16,18,18,21 "
APPEARANCES [1] 2:1,"61:3,4,7,9,13,23 62:1,3,6,8, "
APPEARANCES [1] 2:1,"8,12,14,17,24 63:10,11,21 "
APPEARANCES [1] 2:1,65:15 66:12 67:19 75:4 
APPEARANCES [1] 2:1,bank's [1] 31:1 
APPEARANCES [1] 2:1,banked [1] 47:22 
APPEARANCES [1] 2:1,Bankers [3] 41:6 45:18 57: 
APPEARANCES [1] 2:1,7 
APPEARANCES [1] 2:1,banking [5] 15:11 49:6 67: 
APPEARANCES [1] 2:1,"6,22 72: 24 "
APPEARANCES [1] 2:1,banks [9] 7:13 10:9 17:24 
APPEARANCES [1] 2:1,"23:23,23 62:16 73:22 74: "
APPEARANCES [1] 2:1,21 75:22 
APPEARANCES [1] 2:1,Bar [2] 18:8 24:25 
APPEARANCES [1] 2:1,"Barrett [4] 34:13,14 57:16 "
APPEARANCES [1] 2:1,71:2 
APPEARANCES [1] 2:1,based [1] 63:16 
APPEARANCES [1] 2:1,basically [3] 13:15 52:10 
APPEARANCES [1] 2:1,54:19 
APPEARANCES [1] 2:1,bear [1] 72:13 blowing [1] 13:25 
APPEARANCES [1] 2:1,blows [1] 8:6 
APPEARANCES [1] 2:1,blue [2] 4:13 15:8 
APPEARANCES [1] 2:1,bonds [1] 77:7 
APPEARANCES [1] 2:1,boomerangs [1] 31:22 
APPEARANCES [1] 2:1,"both [3] 62:9,14 69: 15 "
APPEARANCES [1] 2:1,bought [2] 48:21 49:5 
APPEARANCES [1] 2:1,"Brady's [2] 62:6,14 "
APPEARANCES [1] 2:1,break [3] 6:5 13:15 14:11 
APPEARANCES [1] 2:1,brief [15] 4:13 15:8 18:9 21: 
APPEARANCES [1] 2:1,"8 24:14 25:1,6 31:8,17 35: "
APPEARANCES [1] 2:1,"22 39:16 58:10 59:5 75:18, "
APPEARANCES [1] 2:1,23 
APPEARANCES [1] 2:1,"briefly [4] 52:1 54:8 60:8,8 "
APPEARANCES [1] 2:1,briefs [1] 22:11 
APPEARANCES [1] 2:1,bright [1] 6:15 
APPEARANCES [1] 2:1,bright-line [1] 6:9 
APPEARANCES [1] 2:1,broad [1] 49:17 
APPEARANCES [1] 2:1,broader [2] 15:6 62:4 
APPEARANCES [1] 2:1,broadly [1] 8:4 
BRONNI [45] 2:4 3:6 36:23,"37:1,3 39:1,4 40:7 41:22 "
BRONNI [45] 2:4 3:6 36:23,"43:3 44:10,14,23 45:10 46: "
BRONNI [45] 2:4 3:6 36:23,"8,12,20 48:18 49:4,19 50: 6, "
BRONNI [45] 2:4 3:6 36:23,"9 51:10 53:16 54:4 55:6, "
BRONNI [45] 2:4 3:6 36:23,"20 56:1,16 57: 24 58:21 59: "
BRONNI [45] 2:4 3:6 36:23,"23 60:1,6 63:1,4 65:24 67: "
BRONNI [45] 2:4 3:6 36:23,"1,22 68: 10,13 69:4,14 70: 3 "
BRONNI [45] 2:4 3:6 36:23,71:20 
BRONNI [45] 2:4 3:6 36:23,brought [1] 70:8 
BRONNI [45] 2:4 3:6 36:23,"burden [6] 20:7 43:10,12, "
BRONNI [45] 2:4 3:6 36:23,14 44:3 72:22 
BRONNI [45] 2:4 3:6 36:23,burdens [2] 34:10 73:2 
BRONNI [45] 2:4 3:6 36:23,burdensome [1] 27:7 
BRONNI [45] 2:4 3:6 36:23,business [5] 13:23 15:12 
BRONNI [45] 2:4 3:6 36:23,Heritage Reporting Corporation 
BRONNI [45] 2:4 3:6 36:23,Sheet 1 $1 - business Official 
BRONNI [45] 2:4 3:6 36:23,80
BRONNI [45] 2:4 3:6 36:23,"41:14 52:11 70:23 24:17 28:2,23 29: 14,18 30: collected [17] 10:2,22 11: conventional [2] 53:13 54: defendants' [1] 6:11 "
BRONNI [45] 2:4 3:6 36:23,"buy [7] 9:5,10 12: 12 32:3 24,24 31:2,7,12,13,14 32: 24 14:25 16:18 18:20,21 1 define [9] 8:3,11 26: 3 38:3 "
BRONNI [45] 2:4 3:6 36:23,"49:6 72:23,24 10,16 38:21 39:8,14,23,24 26:1 27:7,21,22 28:24 35: convoluted [4] 20:15,16, 47:24 68:19 69:6,10 76: 9 "
"C 40:2,22,24 46:15 47:18 48:","17,18 49:13 53:14,14 54:1, 24 36:5,12 41: 25 73:21 "
"C 40:2,22,24 46:15 47:18 48:",collecting [1] 10:11 20 24:2 
"C 40:2,22,24 46:15 47:18 48:",copy [1] 22:3 defined [2] 64:12 76:25 
"C 40:2,22,24 46:15 47:18 48:",defining [1] 66:11 
"C 40:2,22,24 46:15 47:18 48:","C.F.R [1] 36:1 1,15 55: 3,5,12 60:9,12,16, collection [7] 5:14 9:19 10: core [3] 40:21 50:2 57:2 definition [24] 7:23 39:11, "
"C 40:2,22,24 46:15 47:18 48:","call [2] 40:23 60:25 18,19,22 61:3,8,11 62:3,8, 14 11:12 34:10 36:2 44:2 Correct [9] 20:2 25:17 44: 13 40:15 50:2 53:17,18 54: "
"C 40:2,22,24 46:15 47:18 48:","called [10] 20:19,19 22:3,5, 12,17,20,24 63:10,11,21 come [5] 17:7 21:6 25:16 10 46:22 49:8 68:12,13 69: 20 55:2 60:11,16 61:1,21 "
"C 40:2,22,24 46:15 47:18 48:","6,11,13,14 50:17,19 64:3,9,10,13,18 65:15 66: 69:24,24 13,14 62:3,4,5,9 63:12 64:10 65: "
"C 40:2,22,24 46:15 47:18 48:","calling [1] 69:12 12,12 67:19 68:22 70:10 comes [3] 23:8 50:8 75:1 cost [7] 11:20 15:1 18:2,6, 10 68:8 69:5 70:14 75:3 "
"C 40:2,22,24 46:15 47:18 48:","came [1] 1:18 75:4 commercial [3] 5:3 6:21 23 27:15 43:21 DELAWARE [26] 1:3,12 2: "
"C 40:2,22,24 46:15 47:18 48:","candle [1] 73:5 check,' [1] 21:12 38:3 couldn't [1] 8:9 3 3:4,10 4: 4,8 12:2 13:3, "
"C 40:2,22,24 46:15 47:18 48:","cannot [1] 22:19 checking [1] 67:12 Commission [8] 31:11,14, counsel [8] 10:12 27:25 30: 18 36:12 37:21 38:6,13 41: "
"C 40:2,22,24 46:15 47:18 48:","capture [1] 21:10 checks [97] 4:19,20 5:22 7: 15,19,21 64:24 75:7 76:25 19 36:22 41:19 68:1 73:12 5 43:2,13 45: 11 59:4,17 "
"C 40:2,22,24 46:15 47:18 48:","card [3] 55:15,19 56:11 3 8:7,7 9:20 11:14 12:2 14: common [24] 4:14 6:7 10: 78:16 60:17 63:20 65:6 73:15 74: "
"C 40:2,22,24 46:15 47:18 48:","cards [3] 55:23 57:17 77:7 19 15:15 16:3 18:20 19:9, 23 12:18 13:7,15 14: 7,11, couple [1] 60:7 14 77:11 "
"C 40:2,22,24 46:15 47:18 48:","care [1] 69:11 10,11,11,14,15 20:10,10, 13,16,23 15:6 17:4 35:3 course [3] 18:24 32:8 74: Delaware's [12] 38:19 45: "
"C 40:2,22,24 46:15 47:18 48:","cared [1] 11:4 11 24:22,23 26:5,6,6 27:23 39:18 40:21 51:21 57:19 13 16 48:9 50:11 51:16 55:9 "
"C 40:2,22,24 46:15 47:18 48:","carry [1] 35:11 28:2 31:20,24,24 32:1,20 64:11 67:10 71:24 77:3,9, COURT [14] 1:1,19 4: 10 9: 59:11 60:11,16 62:7 68:17 "
"C 40:2,22,24 46:15 47:18 48:","carveout [1] 65:20 33:19,19 36:18,18 38:7,8, 21 17 13:2,6,17 27:13 37:4,7 72:12 "
"C 40:2,22,24 46:15 47:18 48:","carving [1] 41:7 11,12,22,22 39:6,10,19 40: commonalities [1] 34:3 38:23 49:23 75:1 78:14 demonstrating [1] 24:18 "
"C 40:2,22,24 46:15 47:18 48:","case [25] 4:5,11 13: 18,20 5,11,15 41:16 44:21 45:1,4 companies [1] 18:10 Court's [4] 5:11,15 6:8 71: denominated [1] 46:3 "
"C 40:2,22,24 46:15 47:18 48:","16:25 18:15 26:25 34:25 46:11,14 48:14,15 49:1,2,3, compared [1] 20:8 24 denominations [1] 20:6 "
"C 40:2,22,24 46:15 47:18 48:","37:5 38:18 39:8 50:5,7 68: 21 50:18,18 53:4,5 54:6,7, comparison [1] 19:7 courts [2] 23:1,22 deny [1] 6:2 "
"C 40:2,22,24 46:15 47:18 48:","7 70:5 71:16 72:3 74:6,14, 9,12,13 56:19,21 57:9,9,15 comply [1] 25:22 cover [4] 37:25 56:6,7 71:6 departing [1] 13:6 "
"C 40:2,22,24 46:15 47:18 48:","25 76:4 78:11,11,16,17 60:21 62:6,8,10,14,16 66: Compton's [2] 45:19 68: covered [8] 34:21 39:10 Department [2] 76:20,21 "
"C 40:2,22,24 46:15 47:18 48:","cases [2] 70:9,11 16 69:11,12,21 70:9 75:9, 18 41:9 42:23 44:20 55:20 71: depending [1] 40:6 "
"C 40:2,22,24 46:15 47:18 48:","cash [2] 55:15,19 12,17,17,20,21,24 76:12, concern [10] 10:13 11:9,10, 17 75:25 deposit [1] 64:25 "
"C 40:2,22,24 46:15 47:18 48:","cashier's [32] 8:7 24:17,22 24 77:7 21 13:16 27:14 43:19 71: covering [1] 49:24 deposited [2] 61:7,9 "
"C 40:2,22,24 46:15 47:18 48:","33:19 36:18 39:6,8,10,14, Cheque.' [1] 21:13 15 72:17,18 crafted [1] 11:5 depositor [1] 65:3 "
"C 40:2,22,24 46:15 47:18 48:","19,24 40:5,14,22,24 41:15 CHIEF [34] 4:3,9 17:19,21 concerned [9] 10:24 11:24 creative [1] 4:23 deposits [1] 16:1 "
"C 40:2,22,24 46:15 47:18 48:","53:14 54:1,6 57:8,9,14 61: 19:6,24 30: 18,22 32:25 34: 13:9 17:3 20:4 24:7 49:24 creditor [1] 77:10 derogation [2] 6:7 77:21 "
"C 40:2,22,24 46:15 47:18 48:","8 69:11,21 70:8,10 75: 11, 12,15 36:21 37:3 42:18 44: 78:4,12 creditor's [2] 12:19 14:6 describe [11] 40:20 41:15, "
"C 40:2,22,24 46:15 47:18 48:","17,20,20 77:7 6,12,17,24 46:7,9,17 48:12, concerning [1] 65:17 creditors' [1] 77:17 16,18 46:25 47:1,3,11 51: "
"C 40:2,22,24 46:15 47:18 48:",catch-all [1] 49:22 24 50:21 62:21 67:25 68:4 concerns [5] 4:11 17:1 74: criteria [1] 29:2 17 61:12 63:18 
"C 40:2,22,24 46:15 47:18 48:","category [10] 8:20,23 21: 70:25 73:11,16,18 74:3 75: 15,19 77:4 cure [1] 66:6 described [2] 45:11,14 "
"C 40:2,22,24 46:15 47:18 48:","19 22:2,2,7,8 46:24 47:9, 4 78:15 concluded [1] 37:7 curiosity [1] 18:1 describes [3] 41:12 62:8 "
"C 40:2,22,24 46:15 47:18 48:",16 chose [1] 20:22 confusing [1] 34:18 curious [1] 58:18 70:20 
"C 40:2,22,24 46:15 47:18 48:","cause [4] 58:16,17,22 59: chosen [1] 38:14 Congress [58] 5:1 9:16 10: customer [1] 54:3 describing [2] 41:10 45:12 "
"C 40:2,22,24 46:15 47:18 48:","20 Christmas [1] 55:17 22 11:4,11 12: 23 13:1,4 customers [3] 45:24 47:7, description [1] 47:8 "
"C 40:2,22,24 46:15 47:18 48:","CDs [1] 15:14 circumstances [2] 10:21 15:4 16:2 18:17 20:4,13, 22 designated [1] 29:19 "
"C 40:2,22,24 46:15 47:18 48:","certain [6] 11:6 25:9 36:13 30:11 22 21:9 22:4 24:7,12,18 CVS [1] 9:7 designation [1] 6:19 "
"C 40:2,22,24 46:15 47:18 48:",37:11 43:18 58:2 
"C 40:2,22,24 46:15 47:18 48:",certainly [5] 10:15 13:1 45: cite [2] 31:8 65:7 
"C 40:2,22,24 46:15 47:18 48:",cites [1] 24:14 27:16 31:25 32:21 33:20 
"C 40:2,22,24 46:15 47:18 48:",34:8 37:16 38:14 41:10 43: D designed [2] 65:21 66:6 
"C 40:2,22,24 46:15 47:18 48:",desk [1] 34:5 
"C 40:2,22,24 46:15 47:18 48:","15 51:23 54:6 Citibanks [1] 12:4 6,11,16,18,24,25 47:14,15 D.C [2] 1:15 2:2 destabilizing [2] 25:8 36: "
"C 40:2,22,24 46:15 47:18 48:","certificate [2] 55:25 56:11 claims [2] 37:21 38:6 49:20,23 51:13 56:17 57:3, damages [4] 58:13,23 59:3, 16 "
"C 40:2,22,24 46:15 47:18 48:","certificates [1] 16:1 clarifying [2] 66:6,14 8 68:25 70:17,20 71:6,10 24 determine [2] 31:12 40:5 "
"C 40:2,22,24 46:15 47:18 48:","certified [9] 8:7 24:16,22 class [9] 37:19 39:14 40:9, 73:4,6 74:3,7,9,13,15 76:4, damaging [1] 25:7 determined [1] 25:22 "
"C 40:2,22,24 46:15 47:18 48:","33:19 36:18 69:12 75:11, 10 41:11,12,20 46:14 72: 5,17,19 78:13 dangerous [1] 13:19 development [3] 56:4 57: "
